plz;stadt
41189;Mönchengladbach
41199;Mönchengladbach
41236;Mönchengladbach
41238;Mönchengladbach
41239;Mönchengladbach
41334;Nettetal
41352;Korschenbroich
41363;Jüchen
41366;Schwalmtal
41372;Niederkrüchten
41379;Brüggen
41460;Neuss
41462;Neuss
41464;Neuss
41466;Neuss
41468;Neuss
41469;Neuss
41470;Neuss
41472;Neuss
41515;Grevenbroich
41516;Grevenbroich
41517;Grevenbroich
41539;Dormagen
41540;Dormagen
41541;Dormagen
41542;Dormagen
41564;Kaarst
41569;Rommerskirchen
41747;Viersen
41748;Viersen
41749;Viersen
41751;Viersen
42103;Wuppertal
42105;Wuppertal
42107;Wuppertal
42109;Wuppertal
42111;Wuppertal
42113;Wuppertal
42115;Wuppertal
42117;Wuppertal
42119;Wuppertal
42275;Wuppertal
42277;Wuppertal
42279;Wuppertal
42281;Wuppertal
42283;Wuppertal
42285;Wuppertal
42287;Wuppertal
42289;Wuppertal
42327;Wuppertal
42329;Wuppertal
42349;Wuppertal
42369;Wuppertal
42389;Wuppertal
42399;Wuppertal
42489;Wülfrath
42549;Velbert
42551;Velbert
42553;Velbert
42555;Velbert
42579;Heiligenhaus
42651;Solingen
42653;Solingen
42655;Solingen
42657;Solingen
42659;Solingen
42697;Solingen
42699;Solingen
42719;Solingen
42781;Haan
42853;Remscheid
42855;Remscheid
42857;Remscheid
42859;Remscheid
42897;Remscheid
42899;Remscheid
45127;Essen
45128;Essen
45130;Essen
45131;Essen
45133;Essen
45134;Essen
45136;Essen
45138;Essen
45139;Essen
45141;Essen
45143;Essen
45144;Essen
45145;Essen
45147;Essen
45149;Essen
45219;Essen
45239;Essen
45257;Essen
45259;Essen
45276;Essen
45277;Essen
45279;Essen
45289;Essen
45307;Essen
45309;Essen
45326;Essen
45327;Essen
45329;Essen
45355;Essen
45356;Essen
45357;Essen
45359;Essen
45403;Mülheim an der Ruhr
45468;Mülheim an der Ruhr
45470;Mülheim an der Ruhr
45472;Mülheim an der Ruhr
45473;Mülheim an der Ruhr
45475;Mülheim an der Ruhr
45476;Mülheim an der Ruhr
45478;Mülheim an der Ruhr
45479;Mülheim an der Ruhr
45481;Mülheim an der Ruhr
46045;Oberhausen
46047;Oberhausen
46049;Oberhausen
46117;Oberhausen
46119;Oberhausen
46145;Oberhausen
46147;Oberhausen
46149;Oberhausen
46446;Emmerich
46459;Rees
46483;Wesel
46485;Wesel
46487;Wesel
46499;Hamminkeln
46509;Xanten
46514;Schermbeck
46519;Alpen
46535;Dinslaken
46537;Dinslaken
46539;Dinslaken
46562;Voerde
46569;Hünxe
47051;Duisburg
47053;Duisburg
47055;Duisburg
47057;Duisburg
47058;Duisburg
47059;Duisburg
47119;Duisburg
47137;Duisburg
47138;Duisburg
47139;Duisburg
47166;Duisburg
47167;Duisburg
47169;Duisburg
47178;Duisburg
47179;Duisburg
47198;Duisburg
47199;Duisburg
47226;Duisburg
47228;Duisburg
47229;Duisburg
47239;Duisburg
47249;Duisburg
47259;Duisburg
47269;Duisburg
47279;Duisburg
47441;Moers
47443;Moers
47445;Moers
47447;Moers
47475;Kamp-Lintfort
47495;Rheinberg
47506;Neukirchen-Vluyn
47509;Rheurdt
47533;Kleve
47546;Kalkar
47551;Bedburg-Hau
47559;Kranenburg
47574;Goch
47589;Uedem
47608;Geldern
47623;Kevelaer
47624;Kevelaer
47625;Kevelaer
47626;Kevelaer
47627;Kevelaer
47638;Straelen
47647;Kerken
47652;Weeze
47661;Issum
47665;Sonsbeck
47669;Wachtendonk
47798;Krefeld
47799;Krefeld
47800;Krefeld
47802;Krefeld
47803;Krefeld
47804;Krefeld
47805;Krefeld
47807;Krefeld
47809;Krefeld
47829;Krefeld
47839;Krefeld
47877;Willich
47906;Kempen
47918;Tönisvorst
47929;Grefrath
41812;Erkelenz
41836;Hückelhoven
41844;Wegberg
41849;Wassenberg
42477;Radevormwald
42499;Hückeswagen
42799;Leichlingen
42929;Wermelskirchen
50126;Bergheim
50127;Bergheim
50129;Bergheim
50169;Kerpen
50170;Kerpen
50171;Kerpen
50181;Bedburg
50189;Elsdorf
50226;Frechen
50259;Pulheim
50321;Brühl
50354;Hürth
50374;Erftstadt
50389;Wesseling
50667;Köln
50668;Köln
50670;Köln
50672;Köln
50674;Köln
50676;Köln
50677;Köln
50678;Köln
50679;Köln
50733;Köln
50735;Köln
50737;Köln
50739;Köln
50765;Köln
50767;Köln
50769;Köln
50823;Köln
50825;Köln
50827;Köln
50829;Köln
50858;Köln
50859;Köln
50931;Köln
50933;Köln
50935;Köln
50937;Köln
50939;Köln
50968;Köln
50969;Köln
50996;Köln
50997;Köln
50999;Köln
51061;Köln
51063;Köln
51065;Köln
51067;Köln
51069;Köln
51103;Köln
51105;Köln
51107;Köln
51109;Köln
51143;Köln
51145;Köln
51147;Köln
51149;Köln
51371;Leverkusen
51373;Leverkusen
51375;Leverkusen
51377;Leverkusen
51379;Leverkusen
51381;Leverkusen
51399;Burscheid
51427;Bergisch Gladbach
51429;Bergisch Gladbach
51465;Bergisch Gladbach
51467;Bergisch Gladbach
51469;Bergisch Gladbach
51491;Overath
51503;Rösrath
51515;Kürten
51519;Odenthal
51545;Waldbröl
51570;Windeck
51580;Reichshof
51588;Nümbrecht
51597;Morsbach
51643;Gummersbach
51645;Gummersbach
51647;Gummersbach
51674;Wiehl
51688;Wipperfürth
51702;Bergneustadt
51709;Marienheide
51766;Engelskirchen
51789;Lindlar
52062;Aachen
52064;Aachen
52066;Aachen
52068;Aachen
52070;Aachen
52072;Aachen
52074;Aachen
52076;Aachen
52078;Aachen
52080;Aachen
52134;Herzogenrath
52146;Würselen
52152;Simmerath
52156;Monschau
52159;Roetgen
52222;Stolberg (Rheinland)
52223;Stolberg (Rheinland)
52224;Stolberg (Rheinland)
52249;Eschweiler
52349;Düren
52351;Düren
52353;Düren
52355;Düren
52372;Kreuzau
52379;Langerwehe
52382;Niederzier
52385;Nideggen
52388;Nörvenich
52391;Vettweiß
52393;Hürtgenwald
52396;Heimbach
52399;Merzenich
52428;Jülich
52441;Linnich
52445;Titz
52457;Aldenhoven
52459;Inden
52477;Alsdorf
52499;Baesweiler
52511;Geilenkirchen
52525;Heinsberg
52531;Übach-Palenberg
52538;Gangelt
53111;Bonn
53113;Bonn
53115;Bonn
53117;Bonn
53119;Bonn
53121;Bonn
53123;Bonn
53125;Bonn
53127;Bonn
53129;Bonn
53173;Bonn
53175;Bonn
53177;Bonn
53179;Bonn
53225;Bonn
53227;Bonn
53229;Bonn
53332;Bornheim
53340;Meckenheim
53343;Wachtberg
53347;Alfter
53359;Rheinbach
53604;Bad Honnef
53639;Königswinter
53721;Siegburg
53757;Sankt Augustin
53773;Hennef
53783;Eitorf
53797;Lohmar
53804;Much
53809;Ruppichteroth
53819;Neunkirchen-Seelscheid
53840;Troisdorf
53842;Troisdorf
53844;Troisdorf
53859;Niederkassel
53879;Euskirchen
53881;Euskirchen
53894;Mechernich
53902;Bad Münstereifel
53909;Zülpich
53913;Swisttal
53919;Weilerswist
53925;Kall
53937;Schleiden
53940;Hellenthal
53945;Blankenheim
53947;Nettersheim
53949;Dahlem
44575;Castrop-Rauxel
44577;Castrop-Rauxel
44579;Castrop-Rauxel
44581;Castrop-Rauxel
45657;Recklinghausen
45659;Recklinghausen
45661;Recklinghausen
45663;Recklinghausen
45665;Recklinghausen
45699;Herten
45701;Herten
45711;Datteln
45721;Haltern am See
45731;Waltrop
45739;Oer-Erkenschwick
45768;Marl
45770;Marl
45772;Marl
45879;Gelsenkirchen
45881;Gelsenkirchen
45883;Gelsenkirchen
45884;Gelsenkirchen
45886;Gelsenkirchen
45888;Gelsenkirchen
45889;Gelsenkirchen
45891;Gelsenkirchen
45892;Gelsenkirchen
45894;Gelsenkirchen
45896;Gelsenkirchen
45897;Gelsenkirchen
45899;Gelsenkirchen
45964;Gladbeck
45966;Gladbeck
45968;Gladbeck
46236;Bottrop
46238;Bottrop
46240;Bottrop
46242;Bottrop
46244;Bottrop
46282;Dorsten
46284;Dorsten
46286;Dorsten
46325;Borken
46342;Velen
46348;Raesfeld
46354;Südlohn
46359;Heiden
46395;Bocholt
46397;Bocholt
46399;Bocholt
46414;Rhede
46419;Isselburg
48079;Münster
48143;Münster
48145;Münster
48147;Münster
48149;Münster
48151;Münster
48153;Münster
48155;Münster
48157;Münster
48159;Münster
48161;Münster
48163;Münster
48165;Münster
48167;Münster
48231;Warendorf
48249;Dülmen
48268;Greven
48282;Emsdetten
48291;Telgte
48301;Nottuln
48308;Senden
48317;Drensteinfurt
48324;Sendenhorst
48329;Havixbeck
48336;Sassenberg
48341;Altenberge
48346;Ostbevern
48351;Everswinkel
48356;Nordwalde
48361;Beelen
48366;Laer
48369;Saerbeck
48429;Rheine
48431;Rheine
48432;Rheine
48477;Hörstel
48485;Neuenkirchen
48493;Wettringen
48496;Hopsten
48565;Steinfurt
48599;Gronau (Westfalen)
48607;Ochtrup
48612;Horstmar
48619;Heek
48624;Schöppingen
48629;Metelen
48653;Coesfeld
48683;Ahaus
48691;Vreden
48703;Stadtlohn
48712;Gescher
48720;Rosendahl
48727;Billerbeck
48734;Reken
48739;Legden
49477;Ibbenbüren
49479;Ibbenbüren
49492;Westerkappeln
49497;Mettingen
49504;Lotte
49509;Recke
49525;Lengerich
49536;Lienen
49545;Tecklenburg
49549;Ladbergen
59227;Ahlen
59229;Ahlen
59269;Beckum
59302;Oelde
59320;Ennigerloh
59329;Wadersloh
59348;Lüdinghausen
59387;Ascheberg
59394;Nordkirchen
59399;Olfen
32049;Herford
32051;Herford
32052;Herford
32105;Bad Salzuflen
32107;Bad Salzuflen
32108;Bad Salzuflen
32120;Hiddenhausen
32130;Enger
32139;Spenge
32257;Bünde
32278;Kirchlengern
32289;Rödinghausen
32312;Lübbecke
32339;Espelkamp
32351;Stemwede
32361;Preußisch Oldendorf
32369;Rahden
32423;Minden
32425;Minden
32427;Minden
32429;Minden
32457;Porta Westfalica
32469;Petershagen
32479;Hille
32545;Bad Oeynhausen
32547;Bad Oeynhausen
32549;Bad Oeynhausen
32584;Löhne
32602;Vlotho
32609;Hüllhorst
32657;Lemgo
32676;Lügde
32683;Barntrup
32689;Kalletal
32694;Dörentrup
32699;Extertal
32756;Detmold
32758;Detmold
32760;Detmold
32791;Lage
32805;Horn-Bad Meinberg
32816;Schieder-Schwalenberg
32825;Blomberg
32832;Augustdorf
32839;Steinheim
33014;Bad Driburg
33034;Brakel
33039;Nieheim
33098;Paderborn
33100;Paderborn
33102;Paderborn
33104;Paderborn
33106;Paderborn
33129;Delbrück
33142;Büren
33154;Salzkotten
33161;Hövelhof
33165;Lichtenau
33175;Bad Lippspringe
33178;Borchen
33181;Bad Wünnenberg
33184;Altenbeken
33189;Schlangen
33311;Gütersloh
33330;Gütersloh
33332;Gütersloh
33334;Gütersloh
33335;Gütersloh
33378;Rheda-Wiedenbrück
33397;Rietberg
33415;Verl
33428;Harsewinkel
33442;Herzebrock-Clarholz
33449;Langenberg
33519;Bielefeld
33602;Bielefeld
33604;Bielefeld
33605;Bielefeld
33607;Bielefeld
33609;Bielefeld
33611;Bielefeld
33613;Bielefeld
33615;Bielefeld
33617;Bielefeld
33619;Bielefeld
33647;Bielefeld
33649;Bielefeld
33659;Bielefeld
33689;Bielefeld
33699;Bielefeld
33719;Bielefeld
33729;Bielefeld
33739;Bielefeld
33758;Schloß Holte-Stukenbrock
33775;Versmold
33790;Halle
33803;Steinhagen
33813;Oerlinghausen
33818;Leopoldshöhe
33824;Werther
33829;Borgholzhausen
34414;Warburg
34434;Borgentreich
34439;Willebadessen
37671;Höxter
37688;Beverungen
37696;Marienmünster
34431;Marsberg
44135;Dortmund
44137;Dortmund
44139;Dortmund
44141;Dortmund
44143;Dortmund
44145;Dortmund
44147;Dortmund
44149;Dortmund
44225;Dortmund
44227;Dortmund
44229;Dortmund
44263;Dortmund
44265;Dortmund
44267;Dortmund
44269;Dortmund
44287;Dortmund
44289;Dortmund
44309;Dortmund
44319;Dortmund
44328;Dortmund
44329;Dortmund
44339;Dortmund
44357;Dortmund
44359;Dortmund
44369;Dortmund
44379;Dortmund
44388;Dortmund
44532;Lünen
44534;Lünen
44536;Lünen
44623;Herne
44625;Herne
44627;Herne
44628;Herne
44629;Herne
44649;Herne
44651;Herne
44652;Herne
44653;Herne
44787;Bochum
44789;Bochum
44791;Bochum
44793;Bochum
44795;Bochum
44797;Bochum
44799;Bochum
44801;Bochum
44803;Bochum
44805;Bochum
44807;Bochum
44809;Bochum
44866;Bochum
44867;Bochum
44869;Bochum
44879;Bochum
44892;Bochum
44894;Bochum
45525;Hattingen
45527;Hattingen
45529;Hattingen
45549;Sprockhövel
57072;Siegen
57074;Siegen
57076;Siegen
57078;Siegen
57080;Siegen
57223;Kreuztal
57234;Wilnsdorf
57250;Netphen
57258;Freudenberg
57271;Hilchenbach
57290;Neunkirchen
57299;Burbach
57319;Bad Berleburg Berghausen
57334;Bad Laasphe
57339;Erndtebrück
57368;Lennestadt
57392;Schmallenberg
57399;Kirchhundem
57413;Finnentrop
57439;Attendorn
57462;Olpe
57482;Wenden
57489;Drolshagen
58089;Hagen
58091;Hagen
58093;Hagen
58095;Hagen
58097;Hagen
58099;Hagen
58119;Hagen
58135;Hagen
58239;Schwerte
58256;Ennepetal
58285;Gevelsberg
58300;Wetter (Ruhr)
58313;Herdecke
58332;Schwelm
58339;Breckerfeld
58452;Witten
58453;Witten
58454;Witten
58455;Witten
58456;Witten
58507;Lüdenscheid
58509;Lüdenscheid
58511;Lüdenscheid
58513;Lüdenscheid
58515;Lüdenscheid
58540;Meinerzhagen
58553;Halver
58566;Kierspe
58579;Schalksmühle
58636;Iserlohn
58638;Iserlohn
58640;Iserlohn
58642;Iserlohn
58644;Iserlohn
58675;Hemer
58706;Menden
58708;Menden
58710;Menden
58730;Fröndenberg
58739;Wickede
58762;Altena
58769;Nachrodt-Wiblingwerde
58791;Werdohl
58802;Balve
58809;Neuenrade
58840;Plettenberg
58849;Herscheid
59063;Hamm
59065;Hamm
59067;Hamm
59069;Hamm
59071;Hamm
59073;Hamm
59075;Hamm
59077;Hamm
59174;Kamen
59192;Bergkamen
59199;Bönen
59368;Werne
59379;Selm
59423;Unna
59425;Unna
59427;Unna
59439;Holzwickede
59457;Werl
59469;Ense
59494;Soest
59505;Bad Sassendorf
59510;Lippetal
59514;Welver
59519;Möhnesee
59555;Lippstadt
59556;Lippstadt
59557;Lippstadt
59558;Lippstadt
59581;Warstein
59590;Geseke
59597;Erwitte
59602;Rüthen
59609;Anröchte
59755;Arnsberg
59757;Arnsberg
59759;Arnsberg
59821;Arnsberg
59823;Arnsberg
59846;Sundern
59872;Meschede
59889;Eslohe
59909;Bestwig
59929;Brilon
59939;Olsberg
59955;Winterberg
59964;Medebach
51598;Friesenhagen
53424;Remagen
53426;Dedenbach
53474;Bad Neuenahr-Ahrweiler
53489;Sinzig
53498;Waldorf
53501;Grafschaft
53505;Altenahr
53506;Ahrbrück
53507;Dernau
53508;Mayschoß
53518;Adenau
53520;Dankerath
53533;Dorsel
53534;Wiesemscheid
53539;Bongard
53545;Ockenfels
53547;Dattenberg
53557;Bad Hönningen
53560;Vettelschoß
53562;Sankt Katharinen
53567;Asbach
53572;Unkel
53577;Neustadt (Wied)
53578;Windhagen
53579;Erpel
53619;Rheinbreitbach
54290;Trier
54292;Trier
54293;Trier
54294;Trier
54295;Trier
54296;Trier
54298;Gilzem
54306;Kordel
54308;Langsur
54309;Newel
54310;Menningen
54311;Trierweiler
54313;Zemmer
54314;Hentern
54316;Holzerath
54317;Gutweiler
54318;Mertesdorf
54320;Waldrach
54329;Konz
54331;Pellingen
54332;Wasserliesch
54338;Longen
54340;Detzem
54341;Fell
54343;Föhren
54344;Kenn
54346;Mehring
54347;Neumagen-Dhron
54349;Trittenheim
54411;Deuselbach
54413;Grimburg
54421;Hinzert-Pölert
54422;Börfink
54424;Gielert
54426;Malborn
54427;Kell am See
54429;Schillingen
54439;Palzem
54441;Wellen
54450;Freudenburg
54451;Irsch
54453;Nittel
54455;Serrig
54456;Tawern
54457;Wincheringen
54459;Wiltingen
54470;Bernkastel-Kues
54472;Longkamp
54483;Kleinich
54484;Maring-Noviand
54486;Mülheim
54487;Wintrich
54492;Lösnich
54497;Horath
54498;Piesport
54516;Flußbach
54518;Heckenmünster
54523;Dierscheid
54524;Klausen
54526;Landscheid
54528;Salmtal
54529;Spangdahlem
54531;Pantenburg
54533;Willwerscheid
54534;Musweiler
54536;Kröv
54538;Kinheim
54539;Ürzig
54550;Daun
54552;Hörscheid
54558;Mückeln
54568;Gerolstein
54570;Deudesfeld
54574;Birresborn
54576;Dohm-Lammersdorf
54578;Basberg
54579;Üxheim
54584;Gönnersdorf
54585;Esch
54586;Schüller
54587;Lissendorf
54589;Kerschenbach
54595;Pittenbach
54597;Steffeln
54608;Bleialf
54610;Büdesheim
54611;Hallschlag
54612;Wawern
54614;Schönecken
54616;Winterspelt
54617;Lützkampen
54619;Sengerich
54634;Bitburg
54636;Seffern
54646;Halsdorf
54647;Dudeldorf
54649;Lauperath
54655;Kyllburg
54657;Neidenbach
54662;Philippsheim
54664;Hosten
54666;Irrel
54668;Ferschweiler
54669;Bollendorf
54673;Keppeshausen
54675;Gentingen
54687;Arzfeld
54689;Dahnen
55116;Mainz
55118;Mainz
55120;Mainz
55122;Mainz
55124;Mainz
55126;Mainz
55127;Mainz
55128;Mainz
55129;Mainz
55130;Mainz
55131;Mainz
55218;Ingelheim am Rhein
55232;Alzey
55234;Bermersheim vor der Höhe
55237;Flonheim
55239;Gau-Odernheim
55257;Budenheim
55262;Heidesheim am Rhein
55263;Wackernheim
55268;Nieder-Olm
55270;Ober-Olm
55271;Stadecken-Elsheim
55276;Oppenheim
55278;Dolgesheim
55283;Nierstein
55286;Sulzheim
55288;Schornsheim
55291;Saulheim
55294;Bodenheim
55296;Lörzweiler
55299;Nackenheim
55411;Bingen am Rhein
55413;Oberdiebach
55422;Breitscheid
55424;Münster-Sarmsheim
55425;Waldalgesheim
55430;Oberwesel
55432;Niederburg
55435;Gau-Algesheim
55437;Ober-Hilbersheim
55442;Roth
55444;Eckenroth
55450;Langenlonsheim
55452;Windesheim
55457;Horrweiler
55459;Aspisheim
55469;Riegenroth
55471;Biebern
55481;Nieder Kostenz
55483;Heinzenbach
55487;Dill
55490;Woppenroth
55491;Niederweiler
55494;Erbach
55496;Argenthal
55497;Schnorbach
55499;Riesweiler
55543;Bad Kreuznach
55545;Bad Kreuznach
55546;Neu-Bamberg
55559;Bretzenheim
55566;Kirschroth
55568;Staudernheim
55569;Langenthal
55571;Odernheim am Glan
55576;Badenheim
55578;Wallertheim
55583;Bad Münster am Stein-Ebernburg
55585;Altenbamberg
55590;Meisenheim
55592;Raumbach
55593;Rüdesheim
55595;Sommerloch
55596;Waldböckelheim
55597;Wöllstein
55599;Stein-Bockenheim
55606;Hochstetten-Dhaun
55608;Berschweiler
55618;Simmertal
55619;Hennweiler
55621;Hundsbach
55624;Gösenroth
55626;Bundenbach
55627;Merxheim
55629;Seesbach
55743;Gerach
55756;Herrstein
55758;Asbach
55765;Rimsberg
55767;Kronweiler
55768;Hoppstädten-Weiersbach
55774;Baumholder
55776;Rohrbach
55777;Eckersweiler
55779;Heimbach
56068;Koblenz
56070;Koblenz
56072;Koblenz
56073;Koblenz
56075;Koblenz
56076;Koblenz
56077;Koblenz
56112;Lahnstein
56130;Bad Ems
56132;Becheln
56133;Fachbach
56154;Boppard
56170;Bendorf
56179;Vallendar
56182;Urbar
56191;Weitersburg
56203;Höhr-Grenzhausen
56204;Hillscheid
56206;Kammerforst
56218;Mülheim-Kärlich
56220;Bassenheim
56235;Hundsdorf
56237;Wirscheid
56242;Selters
56244;Freirachdorf
56249;Herschbach
56253;Treis-Karden
56254;Müden
56269;Marienhausen
56271;Isenburg
56276;Großmaischeid
56281;Hungenroth
56283;Ney
56288;Braunshorn
56290;Macken
56291;Badenhard
56294;Münstermaifeld
56295;Kerben
56299;Ochtendung
56305;Puderbach
56307;Harschbach
56316;Niederhofen
56317;Linkenbach
56321;Rhens
56322;Spay
56323;Waldesch
56329;Sankt Goar
56330;Kobern-Gondorf
56332;Kattenes
56333;Winningen
56335;Neuhäusel
56337;Simmern
56338;Braubach
56340;Dachsenhausen
56341;Kamp-Bornhofen
56346;Lykershausen
56348;Patersberg
56349;Kaub
56355;Winterwerb
56357;Buch
56368;Ergeshausen
56370;Dörsdorf
56377;Seelbach
56379;Steinsberg
56410;Montabaur
56412;Girod
56414;Obererbach
56422;Wirges
56424;Ebernhahn
56427;Siershahn
56428;Dernbach (Westerwald)
56457;Halbs
56459;Härtlingen
56462;Höhn
56470;Bad Marienberg
56472;Hahn bei Marienberg
56477;Rennerod
56479;Seck
56564;Neuwied
56566;Neuwied
56567;Neuwied
56575;Weißenthurm
56579;Hardert
56581;Kurtscheid
56584;Rüscheid
56587;Oberraden
56588;Waldbreitbach
56589;Niederbreitbach
56593;Pleckhausen
56594;Willroth
56598;Hammerstein
56599;Leutesdorf
56626;Andernach
56630;Kretz
56637;Plaidt
56642;Kruft
56645;Nickenich
56648;Saffig
56651;Niederdürenbach
56653;Wassenach
56656;Brohl-Lützing
56659;Burgbrohl
56727;Reudelsterz
56729;Münk
56736;Kottenheim
56743;Mendig
56745;Weibern
56746;Kempenich
56751;Gering
56753;Mertloch
56754;Möntenich
56759;Laubach
56761;Masburg
56766;Horperath
56767;Kötterichen
56769;Mannebach
56812;Dohr
56814;Wirfus
56818;Klotten
56820;Mesenich
56821;Ellenz-Poltersdorf
56823;Büchel
56825;Gevenich
56826;Lutzerath
56828;Alflen
56829;Pommern
56841;Traben-Trarbach
56843;Lötzbeuren
56850;Hahn
56856;Zell
56858;Altstrimmig
56859;Alf
56861;Reil
56862;Pünderich
56864;Bad Bertrich
56865;Walhausen
56867;Briedel
56869;Mastershausen
57518;Alsdorf
57520;Rosenheim
57537;Forst
57539;Bruchertseifen
57548;Kirchen
57555;Brachbach
57562;Herdorf
57567;Daaden
57572;Harbach
57577;Hamm
57578;Elkenroth
57580;Gebhardshain
57581;Katzwinkel
57583;Mörlen
57584;Wallmenroth
57586;Weitefeld
57587;Birken-Honigsessen
57589;Niederirsen
57610;Bachenberg
57612;Isert
57614;Mudenbach
57627;Marzhausen
57629;Luckenbach
57632;Giershausen
57635;Ersfeld
57636;Mammelzen
57638;Neitersen
57639;Oberdreis
57641;Oberlahr
57642;Alpenrod
57644;Winkelbach
57645;Nister
57647;Enspel
57648;Unnau
65558;Flacht
65582;Hambach
65623;Hahnstätten
65624;Altendiez
65626;Birlenbach
65629;Niederneisen
66482;Zweibrücken
66484;Walshausen
66497;Contwig
66500;Mauschbach
66501;Kleinbundenbach
66503;Dellfeld
66504;Bottenbach
66506;Maßweiler
66507;Reifenberg
66509;Rieschweiler-Mühlbach
66849;Landstuhl
66851;Steinalben
66862;Kindsbach
66869;Blaubach
66871;Herchweiler
66877;Ramstein-Miesenbach
66879;Reichenbach-Steegen
66882;Hütschenhausen
66885;Bedesbach
66887;Elzweiler
66892;Bruchmühlbach-Miesau
66894;Bechhofen
66901;Schönenberg-Kübelberg
66903;Dittweiler
66904;Brücken
66907;Glan-Münchweiler
66909;Nanzdietschweiler
66914;Waldmohr
66916;Dunzweiler
66917;Knopp-Labach
66919;Herschberg
66953;Pirmasens
66954;Pirmasens
66955;Pirmasens
66957;Trulben
66969;Lemberg
66976;Rodalben
66978;Merzalben
66981;Münchweiler an der Rodalb
66987;Thaleischweiler-Fröschen
66989;Petersberg
66994;Dahn
66996;Schönau
66999;Hinterweidenthal
67059;Ludwigshafen am Rhein
67061;Ludwigshafen am Rhein
67063;Ludwigshafen am Rhein
67065;Ludwigshafen am Rhein
67067;Ludwigshafen am Rhein
67069;Ludwigshafen am Rhein
67071;Ludwigshafen am Rhein
67098;Bad Dürkheim
67105;Schifferstadt
67112;Mutterstadt
67117;Limburgerhof
67122;Altrip
67125;Dannstadt-Schauernheim
67126;Hochdorf-Assenheim
67127;Rödersheim-Gronau
67133;Maxdorf
67134;Birkenheide
67136;Fußgönheim
67141;Neuhofen
67146;Deidesheim
67147;Forst an der Weinstraße
67149;Meckenheim
67150;Niederkirchen bei Deidesheim
67152;Ruppertsberg
67157;Wachenheim an der Weinstraße
67158;Ellerstadt
67159;Friedelsheim
67161;Gönnheim
67165;Waldsee
67166;Otterstadt
67167;Erpolzheim
67169;Kallstadt
67227;Frankenthal (Pfalz)
67229;Großkarlbach
67240;Bobenheim-Roxheim
67245;Lambsheim
67246;Dirmstein
67251;Freinsheim
67256;Weisenheim am Sand
67258;Heßheim
67259;Beindersheim
67269;Grünstadt
67271;Mertesheim
67273;Herxheim am Berg
67278;Bockenheim
67280;Quirnheim
67281;Bissersheim
67283;Obrigheim
67292;Kirchheimbolanden
67294;Morschheim
67295;Bolanden
67297;Marnheim
67304;Kerzenheim
67305;Ramsen
67307;Göllheim
67308;Harxheim-Zellertal
67310;Hettenleidelheim
67311;Tiefenthal
67316;Carlsberg
67317;Altleiningen
67319;Wattenheim
67346;Speyer
67354;Römerberg
67360;Lingenfeld
67361;Freisbach
67363;Lustadt
67365;Schwegenheim
67366;Weingarten
67368;Westheim
67373;Dudenhofen
67374;Hanhofen
67376;Harthausen
67377;Gommersheim
67378;Zeiskam
67433;Neustadt an der Weinstraße
67434;Neustadt an der Weinstraße
67435;Neustadt an der Weinstraße
67454;Haßloch
67459;Böhl-Iggelheim
67466;Lambrecht
67468;Frankenstein
67471;Elmstein
67472;Esthal
67473;Lindenberg
67475;Weidenthal
67480;Edenkoben
67482;Venningen
67483;Edesheim
67487;Sankt Martin
67489;Kirrweiler (Pfalz)
67547;Worms
67549;Worms
67550;Worms
67551;Worms
67574;Osthofen
67575;Eich
67577;Alsheim
67578;Gimbsheim
67580;Hamm
67582;Mettenheim
67583;Guntersblum
67585;Dorn-Dürkheim
67586;Hillesheim
67587;Wintersheim
67590;Monsheim
67591;Offstein
67592;Flörsheim-Dalsheim
67593;Bermersheim
67595;Bechtheim
67596;Frettenheim
67598;Gundersheim
67599;Gundheim
67655;Kaiserslautern
67657;Kaiserslautern
67659;Kaiserslautern
67661;Kaiserslautern
67663;Kaiserslautern
67677;Enkenbach-Alsenborn
67678;Mehlingen
67680;Neuhemsbach
67681;Sembach
67685;Weilerbach
67686;Mackenbach
67688;Rodenbach
67691;Hochspeyer
67693;Fischbach
67697;Otterberg
67699;Heiligenmoschel
67700;Niederkirchen
67701;Schallodenbach
67705;Trippstadt
67706;Krickenbach
67707;Schopp
67714;Waldfischbach-Burgalben
67715;Geiselberg
67716;Heltersberg
67718;Schmalenberg
67722;Winnweiler
67724;Höringen
67725;Breunigweiler
67727;Lohnsfeld
67728;Münchweiler an der Alsenz
67729;Sippersfeld
67731;Otterbach
67732;Hirschhorn
67734;Katzweiler
67735;Mehlbach
67737;Olsbrücken
67742;Hausweiler
67744;Kappeln
67745;Grumbach
67746;Unterjeckenbach
67748;Odenbach
67749;Offenbach-Hundheim
67752;Wolfstein
67753;Einöllen
67754;Eßweiler
67756;Hinzweiler
67757;Kreimbach-Kaulbach
67759;Reichsthal
67806;Dörnbach
67808;Würzweiler
67811;Dielkirchen
67813;Sankt Alban
67814;Jakobsweiler
67816;Dreisen
67817;Imsbach
67819;Kriegsfeld
67821;Alsenz
67822;Münsterappel
67823;Schiersfeld
67824;Feilbingert
67826;Hallgarten
67827;Becherbach
67829;Reiffelbach
76726;Germersheim
76744;Wörth am Rhein
76751;Jockgrim
76756;Bellheim
76761;Rülzheim
76764;Rheinzabern
76767;Hagenbach
76768;Berg (Pfalz)
76770;Hatzenbühl
76771;Hördt
76773;Kuhardt
76774;Leimersheim
